# RIGHT SOLUTIONS A.I. - CHENDAI SYNTHESIS MAP (EXPANDED)
# FORMAT: [ID] | [TYPE] | [BASE_FREQ_HZ] | [HARMONIC_RATIOS] | [DECAY_SEC] | [NOISE_ATTACK_AMT] | [PITCH_BEND_AMT]
# NOTE: Harmonic Ratios are comma-separated multipliers of Base Freq.
# NOTE: Noise Attack is 0.0 (clean) to 1.0 (pure noise).
# NOTE: Pitch Bend is Hz drop over time (simulates skin stretching).

# --- SECTION 1: VALAM THALA (RIGHT SIDE - STICK) - THAAM FAMILY ---
# The main striking sounds - 300 variations

THAAM_400HZ_SOFT | STICK_CENTER | 400.0 | 1.5, 2.0 | 0.18 | 0.20 | 8.0
DHEEM_204HZ_FULL | BASS_OPEN | 204.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.132 | 15.0
DHEEM_205HZ_SOFT | BASS_OPEN | 205.0 | 1.6, 2.3 | 0.65 | 0.065 | 8.5
DHEEM_205HZ_MED | BASS_OPEN | 205.0 | 1.6, 2.3, 3.1 | 0.90 | 0.105 | 10.8
DHEEM_205HZ_FULL | BASS_OPEN | 205.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.140 | 16.2
DHEEM_206HZ_SOFT | BASS_OPEN | 206.0 | 1.6, 2.3 | 0.68 | 0.068 | 9.0
DHEEM_206HZ_MED | BASS_OPEN | 206.0 | 1.6, 2.3, 3.1 | 0.94 | 0.110 | 11.6
DHEEM_206HZ_FULL | BASS_OPEN | 206.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.148 | 17.4
DHEEM_207HZ_SOFT | BASS_OPEN | 207.0 | 1.6, 2.3 | 0.71 | 0.071 | 9.5
DHEEM_207HZ_MED | BASS_OPEN | 207.0 | 1.6, 2.3, 3.1 | 0.98 | 0.115 | 12.4
DHEEM_207HZ_FULL | BASS_OPEN | 207.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.156 | 18.6
DHEEM_208HZ_SOFT | BASS_OPEN | 208.0 | 1.6, 2.3 | 0.74 | 0.074 | 10.0
DHEEM_208HZ_MED | BASS_OPEN | 208.0 | 1.6, 2.3, 3.1 | 1.02 | 0.120 | 13.2
DHEEM_208HZ_FULL | BASS_OPEN | 208.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.164 | 19.8
DHEEM_209HZ_SOFT | BASS_OPEN | 209.0 | 1.6, 2.3 | 0.77 | 0.077 | 10.5
DHEEM_209HZ_MED | BASS_OPEN | 209.0 | 1.6, 2.3, 3.1 | 1.06 | 0.125 | 14.0
DHEEM_209HZ_FULL | BASS_OPEN | 209.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.172 | 21.0
DHEEM_210HZ_SOFT | BASS_OPEN | 210.0 | 1.6, 2.3 | 0.80 | 0.050 | 11.0
DHEEM_210HZ_MED | BASS_OPEN | 210.0 | 1.6, 2.3, 3.1 | 1.10 | 0.080 | 14.8
DHEEM_210HZ_FULL | BASS_OPEN | 210.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.100 | 22.2
DHEEM_211HZ_SOFT | BASS_OPEN | 211.0 | 1.6, 2.3 | 0.83 | 0.053 | 11.5
DHEEM_211HZ_MED | BASS_OPEN | 211.0 | 1.6, 2.3, 3.1 | 1.14 | 0.085 | 15.6
DHEEM_211HZ_FULL | BASS_OPEN | 211.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.108 | 23.4
DHEEM_212HZ_SOFT | BASS_OPEN | 212.0 | 1.6, 2.3 | 0.50 | 0.056 | 8.0
DHEEM_212HZ_MED | BASS_OPEN | 212.0 | 1.6, 2.3, 3.1 | 0.70 | 0.090 | 10.0
DHEEM_212HZ_FULL | BASS_OPEN | 212.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.116 | 15.0
DHEEM_213HZ_SOFT | BASS_OPEN | 213.0 | 1.6, 2.3 | 0.53 | 0.059 | 8.5
DHEEM_213HZ_MED | BASS_OPEN | 213.0 | 1.6, 2.3, 3.1 | 0.74 | 0.095 | 10.8
DHEEM_213HZ_FULL | BASS_OPEN | 213.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.124 | 16.2
DHEEM_214HZ_SOFT | BASS_OPEN | 214.0 | 1.6, 2.3 | 0.56 | 0.062 | 9.0
DHEEM_214HZ_MED | BASS_OPEN | 214.0 | 1.6, 2.3, 3.1 | 0.78 | 0.100 | 11.6
DHEEM_214HZ_FULL | BASS_OPEN | 214.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.132 | 17.4
DHEEM_215HZ_SOFT | BASS_OPEN | 215.0 | 1.6, 2.3 | 0.59 | 0.065 | 9.5
DHEEM_215HZ_MED | BASS_OPEN | 215.0 | 1.6, 2.3, 3.1 | 0.82 | 0.105 | 12.4
DHEEM_215HZ_FULL | BASS_OPEN | 215.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.140 | 18.6
DHEEM_216HZ_SOFT | BASS_OPEN | 216.0 | 1.6, 2.3 | 0.62 | 0.068 | 10.0
DHEEM_216HZ_MED | BASS_OPEN | 216.0 | 1.6, 2.3, 3.1 | 0.86 | 0.110 | 13.2
DHEEM_216HZ_FULL | BASS_OPEN | 216.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.148 | 19.8
DHEEM_217HZ_SOFT | BASS_OPEN | 217.0 | 1.6, 2.3 | 0.65 | 0.071 | 10.5
DHEEM_217HZ_MED | BASS_OPEN | 217.0 | 1.6, 2.3, 3.1 | 0.90 | 0.115 | 14.0
DHEEM_217HZ_FULL | BASS_OPEN | 217.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.156 | 21.0
DHEEM_218HZ_SOFT | BASS_OPEN | 218.0 | 1.6, 2.3 | 0.68 | 0.074 | 11.0
DHEEM_218HZ_MED | BASS_OPEN | 218.0 | 1.6, 2.3, 3.1 | 0.94 | 0.120 | 14.8
DHEEM_218HZ_FULL | BASS_OPEN | 218.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.164 | 22.2
DHEEM_219HZ_SOFT | BASS_OPEN | 219.0 | 1.6, 2.3 | 0.71 | 0.077 | 11.5
DHEEM_219HZ_MED | BASS_OPEN | 219.0 | 1.6, 2.3, 3.1 | 0.98 | 0.125 | 15.6
DHEEM_219HZ_FULL | BASS_OPEN | 219.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.172 | 23.4
DHEEM_220HZ_SOFT | BASS_OPEN | 220.0 | 1.6, 2.3 | 0.74 | 0.050 | 8.0
DHEEM_220HZ_MED | BASS_OPEN | 220.0 | 1.6, 2.3, 3.1 | 1.02 | 0.080 | 10.0
DHEEM_220HZ_FULL | BASS_OPEN | 220.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.100 | 15.0
DHEEM_221HZ_SOFT | BASS_OPEN | 221.0 | 1.6, 2.3 | 0.77 | 0.053 | 8.5
DHEEM_221HZ_MED | BASS_OPEN | 221.0 | 1.6, 2.3, 3.1 | 1.06 | 0.085 | 10.8
DHEEM_221HZ_FULL | BASS_OPEN | 221.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.108 | 16.2
DHEEM_222HZ_SOFT | BASS_OPEN | 222.0 | 1.6, 2.3 | 0.80 | 0.056 | 9.0
DHEEM_222HZ_MED | BASS_OPEN | 222.0 | 1.6, 2.3, 3.1 | 1.10 | 0.090 | 11.6
DHEEM_222HZ_FULL | BASS_OPEN | 222.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.116 | 17.4
DHEEM_223HZ_SOFT | BASS_OPEN | 223.0 | 1.6, 2.3 | 0.83 | 0.059 | 9.5
DHEEM_223HZ_MED | BASS_OPEN | 223.0 | 1.6, 2.3, 3.1 | 1.14 | 0.095 | 12.4
DHEEM_223HZ_FULL | BASS_OPEN | 223.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.124 | 18.6
DHEEM_224HZ_SOFT | BASS_OPEN | 224.0 | 1.6, 2.3 | 0.50 | 0.062 | 10.0
DHEEM_224HZ_MED | BASS_OPEN | 224.0 | 1.6, 2.3, 3.1 | 0.70 | 0.100 | 13.2
DHEEM_224HZ_FULL | BASS_OPEN | 224.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.132 | 19.8
DHEEM_225HZ_SOFT | BASS_OPEN | 225.0 | 1.6, 2.3 | 0.53 | 0.065 | 10.5
DHEEM_225HZ_MED | BASS_OPEN | 225.0 | 1.6, 2.3, 3.1 | 0.74 | 0.105 | 14.0
DHEEM_225HZ_FULL | BASS_OPEN | 225.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.140 | 21.0
DHEEM_226HZ_SOFT | BASS_OPEN | 226.0 | 1.6, 2.3 | 0.56 | 0.068 | 11.0
DHEEM_226HZ_MED | BASS_OPEN | 226.0 | 1.6, 2.3, 3.1 | 0.78 | 0.110 | 14.8
DHEEM_226HZ_FULL | BASS_OPEN | 226.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.148 | 22.2
DHEEM_227HZ_SOFT | BASS_OPEN | 227.0 | 1.6, 2.3 | 0.59 | 0.071 | 11.5
DHEEM_227HZ_MED | BASS_OPEN | 227.0 | 1.6, 2.3, 3.1 | 0.82 | 0.115 | 15.6
DHEEM_227HZ_FULL | BASS_OPEN | 227.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.156 | 23.4
DHEEM_228HZ_SOFT | BASS_OPEN | 228.0 | 1.6, 2.3 | 0.62 | 0.074 | 8.0
DHEEM_228HZ_MED | BASS_OPEN | 228.0 | 1.6, 2.3, 3.1 | 0.86 | 0.120 | 10.0
DHEEM_228HZ_FULL | BASS_OPEN | 228.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.164 | 15.0
DHEEM_229HZ_SOFT | BASS_OPEN | 229.0 | 1.6, 2.3 | 0.65 | 0.077 | 8.5
DHEEM_229HZ_MED | BASS_OPEN | 229.0 | 1.6, 2.3, 3.1 | 0.90 | 0.125 | 10.8
DHEEM_229HZ_FULL | BASS_OPEN | 229.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.172 | 16.2
DHEEM_230HZ_SOFT | BASS_OPEN | 230.0 | 1.6, 2.3 | 0.68 | 0.050 | 9.0
DHEEM_230HZ_MED | BASS_OPEN | 230.0 | 1.6, 2.3, 3.1 | 0.94 | 0.080 | 11.6
DHEEM_230HZ_FULL | BASS_OPEN | 230.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.100 | 17.4
DHEEM_231HZ_SOFT | BASS_OPEN | 231.0 | 1.6, 2.3 | 0.71 | 0.053 | 9.5
DHEEM_231HZ_MED | BASS_OPEN | 231.0 | 1.6, 2.3, 3.1 | 0.98 | 0.085 | 12.4
DHEEM_231HZ_FULL | BASS_OPEN | 231.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.108 | 18.6
DHEEM_232HZ_SOFT | BASS_OPEN | 232.0 | 1.6, 2.3 | 0.74 | 0.056 | 10.0
DHEEM_232HZ_MED | BASS_OPEN | 232.0 | 1.6, 2.3, 3.1 | 1.02 | 0.090 | 13.2
DHEEM_232HZ_FULL | BASS_OPEN | 232.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.116 | 19.8
DHEEM_233HZ_SOFT | BASS_OPEN | 233.0 | 1.6, 2.3 | 0.77 | 0.059 | 10.5
DHEEM_233HZ_MED | BASS_OPEN | 233.0 | 1.6, 2.3, 3.1 | 1.06 | 0.095 | 14.0
DHEEM_233HZ_FULL | BASS_OPEN | 233.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.124 | 21.0
DHEEM_234HZ_SOFT | BASS_OPEN | 234.0 | 1.6, 2.3 | 0.80 | 0.062 | 11.0
DHEEM_234HZ_MED | BASS_OPEN | 234.0 | 1.6, 2.3, 3.1 | 1.10 | 0.100 | 14.8
DHEEM_234HZ_FULL | BASS_OPEN | 234.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.132 | 22.2
DHEEM_235HZ_SOFT | BASS_OPEN | 235.0 | 1.6, 2.3 | 0.83 | 0.065 | 11.5
DHEEM_235HZ_MED | BASS_OPEN | 235.0 | 1.6, 2.3, 3.1 | 1.14 | 0.105 | 15.6
DHEEM_235HZ_FULL | BASS_OPEN | 235.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.140 | 23.4
DHEEM_236HZ_SOFT | BASS_OPEN | 236.0 | 1.6, 2.3 | 0.50 | 0.068 | 8.0
DHEEM_236HZ_MED | BASS_OPEN | 236.0 | 1.6, 2.3, 3.1 | 0.70 | 0.110 | 10.0
DHEEM_236HZ_FULL | BASS_OPEN | 236.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.148 | 15.0
DHEEM_237HZ_SOFT | BASS_OPEN | 237.0 | 1.6, 2.3 | 0.53 | 0.071 | 8.5
DHEEM_237HZ_MED | BASS_OPEN | 237.0 | 1.6, 2.3, 3.1 | 0.74 | 0.115 | 10.8
DHEEM_237HZ_FULL | BASS_OPEN | 237.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.156 | 16.2
DHEEM_238HZ_SOFT | BASS_OPEN | 238.0 | 1.6, 2.3 | 0.56 | 0.074 | 9.0
DHEEM_238HZ_MED | BASS_OPEN | 238.0 | 1.6, 2.3, 3.1 | 0.78 | 0.120 | 11.6
DHEEM_238HZ_FULL | BASS_OPEN | 238.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.164 | 17.4
DHEEM_239HZ_SOFT | BASS_OPEN | 239.0 | 1.6, 2.3 | 0.59 | 0.077 | 9.5
DHEEM_239HZ_MED | BASS_OPEN | 239.0 | 1.6, 2.3, 3.1 | 0.82 | 0.125 | 12.4
DHEEM_239HZ_FULL | BASS_OPEN | 239.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.172 | 18.6

# --- SECTION 6: CHAPU (HAND SLAPS) - POPPING SOUNDS ---
# Hand slap 'pop' sounds - 200 variations

CHAPU_380HZ_OPEN | HAND_SLAP | 380.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_380HZ_CLOSED | HAND_SLAP | 380.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_381HZ_OPEN | HAND_SLAP | 381.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_381HZ_CLOSED | HAND_SLAP | 381.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_382HZ_OPEN | HAND_SLAP | 382.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_382HZ_CLOSED | HAND_SLAP | 382.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_383HZ_OPEN | HAND_SLAP | 383.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_383HZ_CLOSED | HAND_SLAP | 383.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_384HZ_OPEN | HAND_SLAP | 384.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_384HZ_CLOSED | HAND_SLAP | 384.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_385HZ_OPEN | HAND_SLAP | 385.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_385HZ_CLOSED | HAND_SLAP | 385.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_386HZ_OPEN | HAND_SLAP | 386.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_386HZ_CLOSED | HAND_SLAP | 386.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_387HZ_OPEN | HAND_SLAP | 387.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_387HZ_CLOSED | HAND_SLAP | 387.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_388HZ_OPEN | HAND_SLAP | 388.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_388HZ_CLOSED | HAND_SLAP | 388.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_389HZ_OPEN | HAND_SLAP | 389.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_389HZ_CLOSED | HAND_SLAP | 389.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_390HZ_OPEN | HAND_SLAP | 390.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_390HZ_CLOSED | HAND_SLAP | 390.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_391HZ_OPEN | HAND_SLAP | 391.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_391HZ_CLOSED | HAND_SLAP | 391.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_392HZ_OPEN | HAND_SLAP | 392.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_392HZ_CLOSED | HAND_SLAP | 392.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_393HZ_OPEN | HAND_SLAP | 393.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_393HZ_CLOSED | HAND_SLAP | 393.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_394HZ_OPEN | HAND_SLAP | 394.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_394HZ_CLOSED | HAND_SLAP | 394.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_395HZ_OPEN | HAND_SLAP | 395.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_395HZ_CLOSED | HAND_SLAP | 395.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_396HZ_OPEN | HAND_SLAP | 396.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_396HZ_CLOSED | HAND_SLAP | 396.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_397HZ_OPEN | HAND_SLAP | 397.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_397HZ_CLOSED | HAND_SLAP | 397.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_398HZ_OPEN | HAND_SLAP | 398.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_398HZ_CLOSED | HAND_SLAP | 398.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_399HZ_OPEN | HAND_SLAP | 399.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_399HZ_CLOSED | HAND_SLAP | 399.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_400HZ_OPEN | HAND_SLAP | 400.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_400HZ_CLOSED | HAND_SLAP | 400.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_401HZ_OPEN | HAND_SLAP | 401.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_401HZ_CLOSED | HAND_SLAP | 401.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_402HZ_OPEN | HAND_SLAP | 402.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_402HZ_CLOSED | HAND_SLAP | 402.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_403HZ_OPEN | HAND_SLAP | 403.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_403HZ_CLOSED | HAND_SLAP | 403.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_404HZ_OPEN | HAND_SLAP | 404.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_404HZ_CLOSED | HAND_SLAP | 404.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_405HZ_OPEN | HAND_SLAP | 405.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_405HZ_CLOSED | HAND_SLAP | 405.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_406HZ_OPEN | HAND_SLAP | 406.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_406HZ_CLOSED | HAND_SLAP | 406.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_407HZ_OPEN | HAND_SLAP | 407.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_407HZ_CLOSED | HAND_SLAP | 407.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_408HZ_OPEN | HAND_SLAP | 408.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_408HZ_CLOSED | HAND_SLAP | 408.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_409HZ_OPEN | HAND_SLAP | 409.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_409HZ_CLOSED | HAND_SLAP | 409.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_410HZ_OPEN | HAND_SLAP | 410.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_410HZ_CLOSED | HAND_SLAP | 410.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_411HZ_OPEN | HAND_SLAP | 411.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_411HZ_CLOSED | HAND_SLAP | 411.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_412HZ_OPEN | HAND_SLAP | 412.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_412HZ_CLOSED | HAND_SLAP | 412.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_413HZ_OPEN | HAND_SLAP | 413.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_413HZ_CLOSED | HAND_SLAP | 413.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_414HZ_OPEN | HAND_SLAP | 414.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_414HZ_CLOSED | HAND_SLAP | 414.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_415HZ_OPEN | HAND_SLAP | 415.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_415HZ_CLOSED | HAND_SLAP | 415.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_416HZ_OPEN | HAND_SLAP | 416.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_416HZ_CLOSED | HAND_SLAP | 416.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_417HZ_OPEN | HAND_SLAP | 417.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_417HZ_CLOSED | HAND_SLAP | 417.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_418HZ_OPEN | HAND_SLAP | 418.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_418HZ_CLOSED | HAND_SLAP | 418.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_419HZ_OPEN | HAND_SLAP | 419.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_419HZ_CLOSED | HAND_SLAP | 419.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_420HZ_OPEN | HAND_SLAP | 420.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_420HZ_CLOSED | HAND_SLAP | 420.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_421HZ_OPEN | HAND_SLAP | 421.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_421HZ_CLOSED | HAND_SLAP | 421.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_422HZ_OPEN | HAND_SLAP | 422.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_422HZ_CLOSED | HAND_SLAP | 422.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_423HZ_OPEN | HAND_SLAP | 423.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_423HZ_CLOSED | HAND_SLAP | 423.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_424HZ_OPEN | HAND_SLAP | 424.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_424HZ_CLOSED | HAND_SLAP | 424.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_425HZ_OPEN | HAND_SLAP | 425.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
CHAPU_425HZ_CLOSED | HAND_SLAP | 425.0 | 2.1, 3.0 | 0.11 | 0.40 | 55.0
CHAPU_426HZ_OPEN | HAND_SLAP | 426.0 | 2.1, 3.0, 5.0 | 0.24 | 0.29 | 37.0
CHAPU_426HZ_CLOSED | HAND_SLAP | 426.0 | 2.1, 3.0 | 0.11 | 0.42 | 58.0
CHAPU_427HZ_OPEN | HAND_SLAP | 427.0 | 2.1, 3.0, 5.0 | 0.25 | 0.30 | 39.0
CHAPU_427HZ_CLOSED | HAND_SLAP | 427.0 | 2.1, 3.0 | 0.12 | 0.44 | 61.0
CHAPU_428HZ_OPEN | HAND_SLAP | 428.0 | 2.1, 3.0, 5.0 | 0.26 | 0.32 | 41.0
CHAPU_428HZ_CLOSED | HAND_SLAP | 428.0 | 2.1, 3.0 | 0.12 | 0.46 | 64.0
CHAPU_429HZ_OPEN | HAND_SLAP | 429.0 | 2.1, 3.0, 5.0 | 0.27 | 0.34 | 43.0
CHAPU_429HZ_CLOSED | HAND_SLAP | 429.0 | 2.1, 3.0 | 0.12 | 0.48 | 67.0
CHAPU_430HZ_OPEN | HAND_SLAP | 430.0 | 2.1, 3.0, 5.0 | 0.18 | 0.20 | 25.0
CHAPU_430HZ_CLOSED | HAND_SLAP | 430.0 | 2.1, 3.0 | 0.08 | 0.30 | 40.0
CHAPU_431HZ_OPEN | HAND_SLAP | 431.0 | 2.1, 3.0, 5.0 | 0.19 | 0.22 | 27.0
CHAPU_431HZ_CLOSED | HAND_SLAP | 431.0 | 2.1, 3.0 | 0.09 | 0.32 | 43.0
CHAPU_432HZ_OPEN | HAND_SLAP | 432.0 | 2.1, 3.0, 5.0 | 0.20 | 0.23 | 29.0
CHAPU_432HZ_CLOSED | HAND_SLAP | 432.0 | 2.1, 3.0 | 0.09 | 0.34 | 46.0
CHAPU_433HZ_OPEN | HAND_SLAP | 433.0 | 2.1, 3.0, 5.0 | 0.21 | 0.24 | 31.0
CHAPU_433HZ_CLOSED | HAND_SLAP | 433.0 | 2.1, 3.0 | 0.10 | 0.36 | 49.0
CHAPU_434HZ_OPEN | HAND_SLAP | 434.0 | 2.1, 3.0, 5.0 | 0.22 | 0.26 | 33.0
CHAPU_434HZ_CLOSED | HAND_SLAP | 434.0 | 2.1, 3.0 | 0.10 | 0.38 | 52.0
CHAPU_435HZ_OPEN | HAND_SLAP | 435.0 | 2.1, 3.0, 5.0 | 0.23 | 0.28 | 35.0
